date,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close,spread_close,volume
2007-01-04,17322.5,17379.461,17315.76,17353.67,17322.5,17379.461,17315.76,17353.67,0.0,0.0
2007-01-05,17315.539,17327.131,17011.1,17091.59,17315.539,17327.131,17011.1,17091.59,0.0,0.0
2007-01-09,17018.891,17261.029,16983.971,17237.77,17018.891,17261.029,16983.971,17237.77,0.0,0.0
2007-01-10,17192.42,17199.42,16847.57,16942.4,17192.42,17199.42,16847.57,16942.4,0.0,0.0
2007-01-11,16958.57,17057.449,16758.461,16838.17,16958.57,17057.449,16758.461,16838.17,0.0,0.0
2007-01-12,16979.73,17160.77,16941.391,17057.01,16979.73,17160.77,16941.391,17057.01,0.0,0.0
2007-01-15,17160.25,17273.58,17144.439,17209.92,17160.25,17273.58,17144.439,17209.92,0.0,0.0
2007-01-16,17190.9,17287.961,17175.85,17202.461,17190.9,17287.961,17175.85,17202.461,0.0,0.0
2007-01-17,17153.25,17335.029,17002.67,17261.35,17153.25,17335.029,17002.67,17261.35,0.0,0.0
2007-01-18,17248.141,17408.619,17220.42,17370.93,17248.141,17408.619,17220.42,17370.93,0.0,0.0
2007-01-19,17340.381,17378.211,17242.77,17310.439,17340.381,17378.211,17242.77,17310.439,0.0,0.0
2007-01-22,17429.9,17484.59,17401.32,17424.18,17429.9,17484.59,17401.32,17424.18,0.0,0.0
2007-01-23,17350.311,17442.0,17321.289,17408.57,17350.311,17442.0,17321.289,17408.57,0.0,0.0
2007-01-24,17505.311,17553.029,17498.359,17507.4,17505.311,17553.029,17498.359,17507.4,0.0,0.0
2007-01-25,17604.6,17617.641,17427.539,17458.301,17604.6,17617.641,17427.539,17458.301,0.0,0.0
2007-01-26,17368.051,17421.93,17300.84,17421.93,17368.051,17421.93,17300.84,17421.93,0.0,0.0
2007-01-29,17393.189,17489.59,17319.369,17470.461,17393.189,17489.59,17319.369,17470.461,0.0,0.0
2007-01-30,17510.0,17558.529,17452.631,17490.189,17510.0,17558.529,17452.631,17490.189,0.0,0.0
2007-01-31,17493.83,17497.859,17275.84,17383.42,17493.83,17497.859,17275.84,17383.42,0.0,0.0
2007-02-01,17377.029,17543.961,17361.01,17519.5,17377.029,17543.961,17361.01,17519.5,0.0,0.0
2007-02-02,17569.16,17633.609,17532.641,17547.109,17569.16,17633.609,17532.641,17547.109,0.0,0.0
2007-02-05,17531.41,17531.41,17294.98,17344.801,17531.41,17531.41,17294.98,17344.801,0.0,0.0
2007-02-06,17384.5,17433.27,17345.1,17406.859,17384.5,17433.27,17345.1,17406.859,0.0,0.0
2007-02-07,17367.91,17374.82,17199.66,17292.32,17367.91,17374.82,17199.66,17292.32,0.0,0.0
2007-02-08,17368.35,17400.35,17212.779,17292.48,17368.35,17400.35,17212.779,17292.48,0.0,0.0
2007-02-09,17339.561,17545.711,17274.891,17504.33,17339.561,17545.711,17274.891,17504.33,0.0,0.0
2007-02-13,17481.77,17628.029,17440.43,17621.449,17481.77,17628.029,17440.43,17621.449,0.0,0.0
2007-02-14,17662.289,17789.92,17648.811,17752.641,17662.289,17789.92,17648.811,17752.641,0.0,0.0
2007-02-15,17891.24,17911.58,17815.17,17897.23,17891.24,17911.58,17815.17,17897.23,0.0,0.0
2007-02-16,17828.779,17884.891,17793.35,17875.65,17828.779,17884.891,17793.35,17875.65,0.0,0.0
2007-02-19,17835.131,17974.0,17810.051,17940.09,17835.131,17974.0,17810.051,17940.09,0.0,0.0
2007-02-20,17919.33,17953.029,17828.949,17939.119,17919.33,17953.029,17828.949,17939.119,0.0,0.0
2007-02-21,17896.6,17968.26,17850.09,17913.211,17896.6,17968.26,17850.09,17913.211,0.0,0.0
2007-02-22,18033.23,18132.84,18024.48,18108.789,18033.23,18132.84,18024.48,18108.789,0.0,0.0
2007-02-23,18113.561,18239.131,18046.42,18188.42,18113.561,18239.131,18046.42,18188.42,0.0,0.0
2007-02-26,18219.75,18300.391,18145.42,18215.35,18219.75,18300.391,18145.42,18215.35,0.0,0.0
2007-02-27,18239.301,18272.68,18073.221,18119.92,18239.301,18272.68,18073.221,18119.92,0.0,0.0
2007-02-28,17843.609,17843.609,17382.789,17604.119,17843.609,17843.609,17382.789,17604.119,0.0,0.0
2007-03-01,17542.23,17557.42,17261.6,17453.51,17542.23,17557.42,17261.6,17453.51,0.0,0.0
2007-03-02,17351.4,17356.449,17160.43,17217.93,17351.4,17356.449,17160.43,17217.93,0.0,0.0
2007-03-05,16992.439,16992.439,16532.91,16642.25,16992.439,16992.439,16532.91,16642.25,0.0,0.0
2007-03-06,16654.85,16882.92,16649.1,16844.5,16654.85,16882.92,16649.1,16844.5,0.0,0.0
2007-03-07,16982.301,16988.01,16731.77,16764.619,16982.301,16988.01,16731.77,16764.619,0.0,0.0
2007-03-08,16729.789,17090.311,16685.949,17090.311,16729.789,17090.311,16685.949,17090.311,0.0,0.0
2007-03-09,17224.67,17246.211,17100.74,17164.039,17224.67,17246.211,17100.74,17164.039,0.0,0.0
2007-03-12,17312.141,17325.449,17206.939,17292.391,17312.141,17325.449,17206.939,17292.391,0.0,0.0
2007-03-13,17268.711,17299.48,17153.199,17178.84,17268.711,17299.48,17153.199,17178.84,0.0,0.0
2007-03-14,16936.189,16936.189,16628.85,16676.891,16936.189,16936.189,16628.85,16676.891,0.0,0.0
2007-03-15,16803.99,16942.311,16760.68,16860.391,16803.99,16942.311,16760.68,16860.391,0.0,0.0
2007-03-16,16779.48,16939.43,16643.76,16744.15,16779.48,16939.43,16643.76,16744.15,0.0,0.0
2007-03-19,16713.99,17026.461,16713.99,17009.551,16713.99,17026.461,16713.99,17009.551,0.0,0.0
2007-03-20,17155.35,17267.74,17146.529,17163.199,17155.35,17267.74,17146.529,17163.199,0.0,0.0
2007-03-22,17383.619,17489.189,17379.4,17419.199,17383.619,17489.189,17379.4,17419.199,0.0,0.0
2007-03-23,17519.51,17534.77,17407.971,17480.609,17519.51,17534.77,17407.971,17480.609,0.0,0.0
2007-03-26,17517.92,17558.039,17425.0,17521.961,17517.92,17558.039,17425.0,17521.961,0.0,0.0
2007-03-27,17357.26,17516.891,17315.91,17365.051,17357.26,17516.891,17315.91,17365.051,0.0,0.0
2007-03-28,17328.119,17442.619,17141.65,17254.73,17328.119,17442.619,17141.65,17254.73,0.0,0.0
2007-03-29,17119.949,17350.881,17036.221,17263.939,17119.949,17350.881,17036.221,17263.939,0.0,0.0
2007-03-30,17318.85,17380.801,17267.1,17287.65,17318.85,17380.801,17267.1,17287.65,0.0,0.0
2007-04-02,17346.25,17425.74,16999.051,17028.41,17346.25,17425.74,16999.051,17028.41,0.0,0.0
2007-04-03,17154.779,17279.73,17095.92,17244.051,17154.779,17279.73,17095.92,17244.051,0.0,0.0
2007-04-04,17400.68,17576.51,17394.141,17544.09,17400.68,17576.51,17394.141,17544.09,0.0,0.0
2007-04-05,17507.461,17531.301,17430.381,17491.42,17507.461,17531.301,17430.381,17491.42,0.0,0.0
2007-04-06,17502.9,17560.301,17422.551,17484.779,17502.9,17560.301,17422.551,17484.779,0.0,0.0
2007-04-09,17606.029,17747.82,17606.029,17743.76,17606.029,17747.82,17606.029,17743.76,0.0,0.0
2007-04-10,17631.02,17706.92,17613.15,17664.689,17631.02,17706.92,17613.15,17664.689,0.0,0.0
2007-04-11,17699.391,17723.391,17618.189,17670.07,17699.391,17723.391,17618.189,17670.07,0.0,0.0
2007-04-12,17601.65,17601.65,17455.18,17540.42,17601.65,17601.65,17455.18,17540.42,0.0,0.0
2007-04-13,17629.02,17662.891,17327.369,17363.949,17629.02,17662.891,17327.369,17363.949,0.0,0.0
2007-04-16,17507.18,17696.869,17507.18,17628.301,17507.18,17696.869,17507.18,17628.301,0.0,0.0
2007-04-17,17750.67,17782.08,17452.119,17527.449,17750.67,17782.08,17452.119,17527.449,0.0,0.0
2007-04-18,17557.4,17706.85,17538.34,17667.33,17557.4,17706.85,17538.34,17667.33,0.0,0.0
2007-04-19,17530.0,17530.0,17219.73,17371.971,17530.0,17530.0,17219.73,17371.971,0.0,0.0
2007-04-20,17471.561,17502.02,17404.619,17452.619,17471.561,17502.02,17404.619,17452.619,0.0,0.0
2007-04-23,17589.609,17656.551,17413.641,17455.369,17589.609,17656.551,17413.641,17455.369,0.0,0.0
2007-04-24,17363.84,17500.34,17305.779,17451.77,17363.84,17500.34,17305.779,17451.77,0.0,0.0
2007-04-25,17379.52,17379.52,17221.551,17236.16,17379.52,17379.52,17221.551,17236.16,0.0,0.0
2007-04-26,17359.84,17496.109,17321.051,17429.17,17359.84,17496.109,17321.051,17429.17,0.0,0.0
2007-04-27,17377.039,17542.25,17299.369,17400.41,17377.039,17542.25,17299.369,17400.41,0.0,0.0
2007-05-01,17396.301,17396.301,17203.029,17274.98,17396.301,17396.301,17203.029,17274.98,0.0,0.0
2007-05-02,17310.75,17441.1,17227.09,17394.92,17310.75,17441.1,17227.09,17394.92,0.0,0.0
2007-05-07,17564.17,17715.99,17558.24,17669.83,17564.17,17715.99,17558.24,17669.83,0.0,0.0
2007-05-08,17651.471,17711.67,17587.92,17656.84,17651.471,17711.67,17587.92,17656.84,0.0,0.0
2007-05-09,17616.58,17753.33,17616.58,17748.119,17616.58,17753.33,17616.58,17748.119,0.0,0.0
2007-05-10,17793.49,17827.48,17712.891,17736.961,17793.49,17827.48,17712.891,17736.961,0.0,0.0
2007-05-11,17616.02,17616.02,17455.279,17553.721,17616.02,17616.02,17455.279,17553.721,0.0,0.0
2007-05-14,17682.74,17786.65,17673.859,17677.939,17682.74,17786.65,17673.859,17677.939,0.0,0.0
2007-05-15,17577.141,17609.551,17491.59,17512.98,17577.141,17609.551,17491.59,17512.98,0.0,0.0
2007-05-16,17487.0,17539.949,17430.699,17529.0,17487.0,17539.949,17430.699,17529.0,0.0,0.0
2007-05-17,17586.33,17656.07,17482.439,17498.6,17586.33,17656.07,17482.439,17498.6,0.0,0.0
2007-05-18,17563.529,17563.529,17320.811,17399.58,17563.529,17563.529,17320.811,17399.58,0.0,0.0
2007-05-21,17455.551,17599.35,17411.51,17556.869,17455.551,17599.35,17411.51,17556.869,0.0,0.0
2007-05-22,17578.311,17730.84,17545.26,17680.051,17578.311,17730.84,17545.26,17680.051,0.0,0.0
2007-05-23,17763.15,17802.711,17699.119,17705.119,17763.15,17802.711,17699.119,17705.119,0.0,0.0
2007-05-24,17680.449,17760.57,17606.561,17696.971,17680.449,17760.57,17606.561,17696.971,0.0,0.0
2007-05-25,17529.27,17529.27,17370.18,17481.211,17529.27,17529.27,17370.18,17481.211,0.0,0.0
2007-05-28,17544.98,17630.369,17544.67,17587.59,17544.98,17630.369,17544.67,17587.59,0.0,0.0
2007-05-29,17524.82,17700.52,17521.641,17672.561,17524.82,17700.52,17521.641,17672.561,0.0,0.0
2007-05-30,17664.369,17727.17,17484.301,17588.26,17664.369,17727.17,17484.301,17588.26,0.0,0.0
2007-05-31,17715.77,17875.75,17701.57,17875.75,17715.77,17875.75,17701.57,17875.75,0.0,0.0
2007-06-01,17949.92,18017.73,17943.68,17958.881,17949.92,18017.73,17943.68,17958.881,0.0,0.0
2007-06-04,18067.9,18071.801,17973.42,17973.42,18067.9,18071.801,17973.42,17973.42,0.0,0.0
2007-06-05,18019.789,18071.721,17950.449,18053.811,18019.789,18071.721,17950.449,18053.811,0.0,0.0
2007-06-06,18001.199,18073.051,17991.189,18040.93,18001.199,18073.051,17991.189,18040.93,0.0,0.0
2007-06-07,17879.01,18053.381,17866.52,18053.381,17879.01,18053.381,17866.52,18053.381,0.0,0.0
2007-06-08,17904.68,17904.68,17696.51,17779.09,17904.68,17904.68,17696.51,17779.09,0.0,0.0
2007-06-11,17899.02,17932.1,17801.631,17834.48,17899.02,17932.1,17801.631,17834.48,0.0,0.0
2007-06-12,17845.221,17862.99,17735.561,17760.91,17845.221,17862.99,17735.561,17760.91,0.0,0.0
2007-06-13,17631.869,17781.41,17591.93,17732.77,17631.869,17781.41,17591.93,17732.77,0.0,0.0
2007-06-14,17834.779,17875.02,17815.301,17842.289,17834.779,17875.02,17815.301,17842.289,0.0,0.0
2007-06-15,17945.84,18007.99,17930.34,17971.49,17945.84,18007.99,17930.34,17971.49,0.0,0.0
2007-06-18,18127.41,18194.26,18112.93,18149.52,18127.41,18194.26,18112.93,18149.52,0.0,0.0
2007-06-19,18131.59,18163.609,18103.561,18163.609,18131.59,18163.609,18103.561,18163.609,0.0,0.0
2007-06-20,18173.07,18297.0,18141.949,18211.68,18173.07,18297.0,18141.949,18211.68,0.0,0.0
2007-06-21,18117.301,18287.73,18107.811,18240.301,18117.301,18287.73,18107.811,18240.301,0.0,0.0
2007-06-22,18177.891,18200.109,18092.359,18188.631,18177.891,18200.109,18092.359,18188.631,0.0,0.0
2007-06-25,18107.68,18203.561,18079.85,18087.48,18107.68,18203.561,18079.85,18087.48,0.0,0.0
2007-06-26,18098.33,18101.891,18008.6,18066.109,18098.33,18101.891,18008.6,18066.109,0.0,0.0
2007-06-27,17981.77,17983.35,17848.051,17849.279,17981.77,17983.35,17848.051,17849.279,0.0,0.0
2007-06-28,17915.631,17960.221,17893.369,17932.27,17915.631,17960.221,17893.369,17932.27,0.0,0.0
2007-06-29,18010.5,18144.631,17973.5,18138.359,18010.5,18144.631,17973.5,18138.359,0.0,0.0
2007-07-02,18139.039,18175.301,18062.49,18146.301,18139.039,18175.301,18062.49,18146.301,0.0,0.0
2007-07-03,18206.49,18230.891,18146.74,18149.9,18206.49,18230.891,18146.74,18149.9,0.0,0.0
2007-07-04,18158.77,18207.971,18143.58,18168.721,18158.77,18207.971,18143.58,18168.721,0.0,0.0
2007-07-05,18191.891,18295.27,18191.891,18221.48,18191.891,18295.27,18191.891,18221.48,0.0,0.0
2007-07-06,18184.641,18184.641,18086.01,18140.939,18184.641,18184.641,18086.01,18140.939,0.0,0.0
2007-07-09,18226.07,18282.15,18213.59,18261.98,18226.07,18282.15,18213.59,18261.98,0.0,0.0
2007-07-10,18244.689,18259.811,18204.039,18252.67,18244.689,18259.811,18204.039,18252.67,0.0,0.0
2007-07-11,18116.66,18116.66,18028.869,18049.51,18116.66,18116.66,18028.869,18049.51,0.0,0.0
2007-07-12,18105.891,18130.439,17919.17,17984.141,18105.891,18130.439,17919.17,17984.141,0.0,0.0
2007-07-13,18161.02,18268.641,18150.99,18238.949,18161.02,18268.641,18150.99,18238.949,0.0,0.0
2007-07-17,18269.359,18269.359,18167.82,18217.27,18269.359,18269.359,18167.82,18217.27,0.0,0.0
2007-07-18,18136.061,18136.061,17964.279,18015.58,18136.061,18136.061,17964.279,18015.58,0.0,0.0
2007-07-19,18095.949,18131.119,18037.33,18116.57,18095.949,18131.119,18037.33,18116.57,0.0,0.0
2007-07-20,18148.6,18223.039,18124.74,18157.93,18148.6,18223.039,18124.74,18157.93,0.0,0.0
2007-07-23,17995.711,18009.471,17892.75,17963.641,17995.711,18009.471,17892.75,17963.641,0.0,0.0
2007-07-24,17998.76,18018.939,17906.109,18002.029,17998.76,18018.939,17906.109,18002.029,0.0,0.0
2007-07-25,17810.971,17881.311,17733.961,17858.42,17810.971,17881.311,17733.961,17858.42,0.0,0.0
2007-07-26,17807.23,17861.471,17678.98,17702.09,17807.23,17861.471,17678.98,17702.09,0.0,0.0
2007-07-27,17454.59,17454.59,17196.16,17283.811,17454.59,17454.59,17196.16,17283.811,0.0,0.0
2007-07-30,17138.529,17289.301,17042.66,17289.301,17138.529,17289.301,17042.66,17289.301,0.0,0.0
2007-07-31,17318.01,17318.01,17195.289,17248.891,17318.01,17318.01,17195.289,17248.891,0.0,0.0
2007-08-01,17169.199,17169.199,16845.539,16870.98,17169.199,17169.199,16845.539,16870.98,0.0,0.0
2007-08-02,16956.33,16999.16,16652.801,16984.109,16956.33,16999.16,16652.801,16984.109,0.0,0.0
2007-08-03,17019.801,17102.07,16913.27,16979.859,17019.801,17102.07,16913.27,16979.859,0.0,0.0
2007-08-06,16781.141,16951.98,16675.391,16914.461,16781.141,16951.98,16675.391,16914.461,0.0,0.0
2007-08-07,17009.631,17049.449,16863.461,16921.77,17009.631,17049.449,16863.461,16921.77,0.0,0.0
2007-08-08,16930.391,17085.1,16911.68,17029.279,16930.391,17085.1,16911.68,17029.279,0.0,0.0
2007-08-09,17170.359,17274.33,17148.949,17170.6,17170.359,17274.33,17148.949,17170.6,0.0,0.0
2007-08-10,16923.211,16948.961,16651.711,16764.09,16923.211,16948.961,16651.711,16764.09,0.0,0.0
2007-08-13,16791.801,16948.4,16725.551,16800.051,16791.801,16948.4,16725.551,16800.051,0.0,0.0
2007-08-14,16824.631,16855.051,16747.939,16844.609,16824.631,16855.051,16747.939,16844.609,0.0,0.0
2007-08-15,16659.07,16667.359,16433.301,16475.609,16659.07,16667.359,16433.301,16475.609,0.0,0.0
2007-08-16,16296.4,16296.4,15859.46,16148.49,16296.4,16296.4,15859.46,16148.49,0.0,0.0
2007-08-17,16035.38,16062.59,15262.1,15273.68,16035.38,16062.59,15262.1,15273.68,0.0,0.0
2007-08-20,15477.26,15940.61,15477.26,15732.48,15477.26,15940.61,15477.26,15732.48,0.0,0.0
2007-08-21,15773.86,16101.64,15754.51,15901.34,15773.86,16101.64,15754.51,15901.34,0.0,0.0
2007-08-22,15866.6,15957.96,15787.96,15900.64,15866.6,15957.96,15787.96,15900.64,0.0,0.0
2007-08-23,16093.82,16333.36,16093.82,16316.32,16093.82,16333.36,16093.82,16316.32,0.0,0.0
2007-08-24,16286.01,16329.96,16188.08,16248.97,16286.01,16329.96,16188.08,16248.97,0.0,0.0
2007-08-27,16429.01,16504.721,16263.95,16301.39,16429.01,16504.721,16263.95,16301.39,0.0,0.0
2007-08-28,16214.09,16343.28,16192.84,16287.49,16214.09,16343.28,16192.84,16287.49,0.0,0.0
2007-08-29,16068.1,16068.1,15830.28,16012.83,16068.1,16068.1,15830.28,16012.83,0.0,0.0
2007-08-30,16182.09,16269.66,16091.28,16153.82,16182.09,16269.66,16091.28,16153.82,0.0,0.0
2007-08-31,16270.99,16569.09,16266.23,16569.09,16270.99,16569.09,16266.23,16569.09,0.0,0.0
2007-09-03,16511.07,16575.971,16452.74,16524.93,16511.07,16575.971,16452.74,16524.93,0.0,0.0
2007-09-04,16445.73,16511.641,16392.211,16420.471,16445.73,16511.641,16392.211,16420.471,0.0,0.0
2007-09-05,16506.109,16553.221,16154.9,16158.45,16506.109,16553.221,16154.9,16158.45,0.0,0.0
2007-09-06,16003.88,16257.0,15840.05,16257.0,16003.88,16257.0,15840.05,16257.0,0.0,0.0
2007-09-07,16179.78,16230.58,16027.93,16122.16,16179.78,16230.58,16027.93,16122.16,0.0,0.0
2007-09-10,15906.52,15906.52,15651.83,15764.97,15906.52,15906.52,15651.83,15764.97,0.0,0.0
2007-09-11,15787.86,15940.38,15610.65,15877.67,15787.86,15940.38,15610.65,15877.67,0.0,0.0
2007-09-12,15978.78,16032.26,15731.32,15797.6,15978.78,16032.26,15731.32,15797.6,0.0,0.0
2007-09-13,15886.76,15931.09,15802.36,15821.19,15886.76,15931.09,15802.36,15821.19,0.0,0.0
2007-09-14,15895.05,16142.08,15877.09,16127.42,15895.05,16142.08,15877.09,16127.42,0.0,0.0
2007-09-18,16037.49,16037.49,15780.9,15801.8,16037.49,16037.49,15780.9,15801.8,0.0,0.0
2007-09-19,16038.12,16386.17,16038.12,16381.54,16038.12,16386.17,16038.12,16381.54,0.0,0.0
2007-09-20,16474.66,16491.449,16344.28,16413.789,16474.66,16491.449,16344.28,16413.789,0.0,0.0
